"Size","Rooms","Fee","Elevator","Balcony","Patio","Price"
56.7,2,3704,0,0,1,918600
35.7,2,2694,0,0,0,1680800
85.6,3,4674,0,1,0,5721900
103.8,4,4206,1,1,0,3078100
70.2,3,4737,0,1,0,6803800
46,2,2582,1,1,0,660600
46.3,2,3060,1,0,0,4137800
132.7,4,7411,1,0,0,1959100
44.8,2,3166,0,1,0,2225800
85.5,3,5449,1,1,0,3017600
62.7,2,3158,0,1,0,6144400
56.2,2,3198,1,0,0,3996000
36.7,2,2618,0,0,0,3483100
59.8,2,2411,0,0,0,4001300
76.1,2,3758,0,1,0,6537100
68.9,3,4117,1,1,0,2814200
49.2,5,3461,0,0,0,2108700
117.6,4,5208,0,1,1,10885900
109.7,4,4652,1,0,0,1476500
47.3,1,3114,0,1,0,2974200
40.7,2,2647,1,1,0,3582600
51.6,2,2587,0,1,0,4156000
82.7,3,4365,1,0,0,5178300
24.1,2,2266,0,1,0,909100
67.1,3,3943,1,0,0,3716000
56.5,3,4211,0,0,0,1808300
25.3,5,2585,0,0,0,3224200
71.3,3,4296,1,1,0,3639500
92.4,3,7317,0,1,0,4799000
71.7,2,3697,1,0,0,1476900
89.6,4,4570,0,1,0,7496700
27.9,2,2989,1,1,0,3912400
40,2,3631,0,1,0,1657000
69.8,3,4957,0,1,0,2532800
58.2,2,3663,1,1,0,1532800
62.6,3,3593,0,1,0,5107800
80.8,3,4328,0,1,0,2263100
92,3,5319,1,1,0,10612800
82.3,3,4672,1,1,0,5287000
47.3,1,3568,1,1,0,1533900
114.3,4,6212,1,0,0,3161200
48.4,2,2416,0,0,0,3282200
46.2,1,2696,0,0,0,1285500
64.6,2,4375,0,1,0,1055700
27.7,3,2319,0,0,0,1078600
87.5,4,4506,1,0,1,3258100
76.3,5,3449,0,0,0,3424200
45.4,2,2218,1,0,0,4220500
116.2,3,6069,0,0,1,5644400
60.3,2,1901,1,0,0,824500
64.2,2,2478,1,1,0,1581000
50.1,2,1327,0,1,0,3061200
50.3,2,2284,0,0,0,2130600
69.4,3,5266,0,1,0,3514100
66.7,2,3012,0,0,0,5904600
72.7,2,3839,0,1,0,3411900
64.8,3,3487,1,1,0,999800
34.2,2,2455,0,1,0,4517500
53.6,2,3453,0,0,0,1877200
62.2,3,3263,0,1,0,2559500
162.8,5,7860,1,1,0,12084000
42.7,2,1983,1,0,0,1964500
75.9,3,4192,1,1,0,1864900
65.7,3,5237,0,0,0,2413100
44.6,2,2997,0,1,0,2013900
97.1,3,6067,0,0,0,4452700
87.5,5,4663,1,0,0,8236100
63.6,3,5590,0,1,1,4448600
101.8,3,5685,0,1,1,3788000
81.7,3,4324,1,1,0,1786900
61,3,3232,1,1,0,2417500
42.1,2,1120,0,1,0,1761700
53.8,2,2426,0,0,0,2977700
73.2,5,4693,1,1,0,1231500
112.2,4,4899,0,1,0,3673000
80,3,3908,0,0,0,3624900
75.8,3,4691,0,1,0,4258000
82.2,2,5105,1,0,0,3785900
40.3,5,802,0,1,0,4015700
32.8,2,3065,1,0,0,3058100
91.3,3,5338,0,1,0,4420000
79.6,3,4189,1,1,0,2181600
55.5,3,2347,1,1,0,1502700
57.6,2,3118,0,1,0,2709400
70.1,3,2793,1,1,0,4197000
64.1,2,2910,1,0,0,2832500
64.6,3,2914,0,1,0,4206000
114.6,5,5744,1,1,0,5284900
75.9,2,2946,0,1,0,3891400
69,2,4141,0,0,0,2885500
68.8,5,4009,0,1,0,1372100
89.4,3,5139,1,1,0,1171100
23.2,1,2384,0,0,0,2024200
65.2,3,4290,1,1,0,1632300
70.5,2,3960,1,0,0,2551500
63.9,2,3154,1,0,0,2488300
77.4,2,4743,1,1,0,4099500
103.4,4,5511,0,1,0,5861200
54.9,2,3243,0,0,0,2435600
37.6,2,2627,0,1,0,2910800
103.1,3,5991,1,1,0,3269800
67.5,2,2979,0,0,0,3021400
34.9,2,2432,0,1,0,894600
58.4,3,3379,1,1,0,1198900
73.6,3,4931,0,0,1,3309700
58,2,3092,1,0,0,1688300
31,1,1990,1,0,0,2702700
87.5,3,3911,1,1,0,5367600
136.4,4,6466,0,1,1,7456000
78.3,3,3693,1,1,0,2591600
60.7,3,4223,1,0,0,4010700
101.2,4,5207,1,1,0,6017100
47,2,3424,0,1,0,2994500
43.7,2,3012,1,0,0,1644900
45,2,1370,0,0,0,2788700
36.8,1,2642,1,0,0,1643600
61,2,3864,0,1,0,1239400
56.5,2,3136,0,1,0,4056700
74.5,4,3755,0,1,0,3910900
54.9,3,3376,0,1,0,2563100
81.8,3,5006,1,1,0,1834400
112.1,3,5838,0,1,0,3294300
30.8,2,1936,0,0,0,3631600
99,3,5950,1,1,0,5690600
65.6,3,4531,0,1,0,2874500
43.3,1,3226,1,0,0,1314500
70,2,5240,0,0,0,2084400
46.7,2,3442,0,0,0,2103400
62.7,5,4475,0,0,1,2022200
48,3,2949,0,1,0,2758400
85.4,3,3628,0,1,0,4028500
91,3,5883,0,0,0,6149000
50.4,2,3046,0,1,0,3874300
70.9,3,3867,0,1,0,962000
63.8,2,3409,1,0,0,2249200
27.4,1,2666,0,1,0,1748100
51.5,3,2358,0,0,0,1083400
85.5,3,3651,0,1,0,3047500
47.6,2,3205,1,1,0,696800
42.4,1,3269,0,1,0,4007000
76,3,3891,0,1,0,2990900
40.5,2,4550,1,1,0,3837400
56.6,2,3579,0,1,0,1632200
55.4,2,3581,1,0,0,2643800
70.6,3,5043,1,1,0,1806500
51.5,2,2617,0,0,0,1333300
70.4,2,4247,0,0,0,3116000
85.2,5,3295,1,0,0,3472500
50.2,2,3703,1,0,0,1931400
36.2,2,2048,0,1,0,1739100
46.1,2,3090,0,1,0,2245700
87.6,3,4575,0,1,0,7005800
76.3,4,4021,1,1,0,2775400
55.1,2,5071,1,0,0,4257500
126.4,5,7260,1,1,0,4554300
46.4,1,3373,0,1,0,3017000
58.7,2,1924,1,1,0,3273800
33.8,2,3183,0,0,0,1133000
106.2,4,6346,0,1,0,2843700
58.2,2,4096,1,0,0,3609800
69.2,3,3897,0,1,0,1202400
51.3,2,3621,1,0,0,2688500
50.8,2,3024,0,1,0,2611700
45.8,1,2913,0,1,0,2348200
46.2,2,3231,1,0,0,1866200
55.1,3,2991,0,1,0,4525200
76.7,2,4043,1,1,0,3730200
102.4,4,5068,0,1,0,3072400
30.2,1,2045,1,0,0,3403900
61.3,2,4459,0,0,0,9087600
55.1,2,2217,0,0,0,5888700
63.6,2,3323,1,0,0,3342200
79.9,4,4138,1,1,0,4459000
42.1,1,3468,1,1,0,4072100
51.7,2,3967,1,0,0,3269000
70.9,3,5904,1,1,0,1638900
78.9,2,4056,0,1,0,1376900
100.3,4,5518,1,0,1,5205100
58.3,2,3558,1,1,0,1772400
45.7,5,1923,0,0,0,2918000
74.4,3,3905,1,1,1,1426800
46.9,2,2663,1,0,0,2763100
65,2,4206,1,1,0,1982200
50.2,1,2173,0,1,0,1921100
66.1,2,3138,1,1,0,3049000
42.4,1,3710,0,0,0,837300
32.8,5,1671,1,0,0,3357500
85.8,5,4907,0,1,0,3745000
91.6,3,5151,0,1,0,1788900
94.3,3,5358,0,1,0,1162100
70.3,2,5097,1,0,0,2564900
55.4,2,2879,1,0,0,2938100
118.9,5,4848,0,0,0,3124800
69.3,2,3058,0,1,0,4548700
89.9,3,4833,1,1,0,4116200
57.9,3,2999,0,0,0,2138500
40.2,2,3420,1,0,0,3562800
50.3,2,3035,1,1,0,1672300
39.4,1,3267,0,1,0,1250100
92.3,3,4544,0,0,0,4845400
61.1,2,1552,0,0,0,3491600
72.1,2,4138,1,0,1,1997000
41.3,2,2699,0,0,0,1462500
48.9,1,1963,0,0,0,2650900
66.7,2,2258,0,1,0,2808800
79.1,3,4410,1,1,0,1247100
52.8,2,3282,1,1,0,874300
81,3,3173,0,0,0,2218800
73.4,3,2489,1,0,0,3061000
55.2,2,3121,1,1,0,2267300
32.1,2,3211,0,0,0,1906100
77.3,2,4172,0,1,0,3219900
96.9,4,5291,1,1,0,2027400
69.8,3,5149,1,0,0,2103800
39.7,1,1011,0,1,0,1714300
49.5,2,3499,1,1,0,4164200
41.5,1,1795,0,1,0,485800
68.8,2,3798,1,1,0,1888500
46.9,2,2782,0,0,0,2606400
54.5,3,2847,1,1,0,2455700
82.2,3,4308,0,1,0,4058300
55.5,2,4613,0,0,0,1109500
94.8,3,6351,1,1,0,3657500
36.4,2,1573,0,0,0,3616900
58.2,2,3397,0,1,0,1123400
94.9,4,4517,1,0,0,9310800
90.8,4,4967,1,0,0,1077400
52.5,1,3421,1,0,0,1242000
39.7,2,1667,0,0,0,746900
93.6,3,5081,0,0,0,6540000
66.1,3,4122,0,0,0,7504200
49.5,2,3771,0,1,0,1549300
51,5,3206,0,0,0,884200
74,2,4199,1,0,0,2242000
26.1,2,157,0,0,0,1758100
74.6,3,3435,1,1,0,7246200
59.5,2,3249,0,0,0,3850100
57.5,1,2991,0,1,0,3080900
54,2,4335,0,0,0,2073100
55.1,3,4077,0,1,0,1760800
57.3,2,1944,0,1,0,2121700
59.3,3,3324,0,0,0,3163800
80.8,3,4202,0,1,0,5644400
46.2,2,3086,1,1,1,1325800
56.7,3,2623,1,1,0,4455400
70.8,3,4493,1,1,0,2157600
40.8,1,2687,1,0,0,3404100
55.8,2,3011,0,0,0,2181200
52.8,2,3624,1,1,0,1978700
35.1,2,2739,0,1,0,2273500
86.6,4,4021,0,1,0,2213500
52.3,2,2881,0,0,0,3607600
67.9,3,4489,0,1,0,1428200
85.7,3,5508,0,1,0,3457200
88.1,4,6997,0,0,1,5249800
65.7,3,3580,0,1,0,4560600
67.6,3,3778,0,0,0,2785700
53.2,2,1966,0,1,0,2364000
75.3,3,4648,1,1,0,4077200
74.2,2,3645,1,0,0,1785100
41.2,2,2012,0,1,0,3333700
47.9,2,3494,0,0,0,3488300
60.1,2,3929,0,0,0,2478300
51.2,2,3961,1,1,0,1049500
66.9,2,3062,0,1,1,1350400
74,2,4219,1,0,0,1074700
53,2,4069,1,1,0,1247300
63.2,3,3762,1,1,1,1809700
62.8,3,3398,0,1,0,3077800
52.2,3,2676,1,0,0,3339600
84.9,3,5524,0,0,0,1662200
81.8,4,4358,0,1,0,4156700
28.1,1,1750,0,0,0,728300
81.6,2,5810,0,1,0,1995800
89,3,3532,0,1,0,2008700
105.8,3,6799,1,1,0,6443300
30.2,5,1787,1,1,0,2210200
54.6,5,2410,1,1,0,1732100
79.1,2,3797,1,1,0,420100
133,4,7019,1,0,0,13518400
72.2,4,3072,0,0,0,1361200
83.4,3,4999,0,0,1,3479700
70.7,3,2900,0,1,0,2104200
124,3,6280,0,1,0,6089800
123.2,4,7620,1,1,0,3991900
60.6,3,4417,0,1,0,3870400
58.7,3,3919,0,0,0,1860800
53.6,3,3745,0,0,0,1703500
62.2,3,3569,1,1,0,1615500
81,3,4907,0,0,1,2617500
38.7,1,3653,1,1,0,624600
43.1,2,3090,1,0,0,1479000
39.3,5,1325,0,0,1,3159100
113.4,3,4956,0,1,1,6911000
108.8,4,4018,0,0,0,9739500
51.8,2,3769,0,0,0,3463100
48.1,1,3369,1,0,0,482700
62.8,2,3624,0,1,0,4718600
70.1,3,4099,1,1,0,6417200
102.8,4,6936,0,0,0,1906600
99.7,4,4310,0,1,0,1641800
28.6,5,1449,0,1,0,3202800
67.9,3,2339,1,1,0,5220600
43.2,1,3362,1,1,0,2010200
85.1,3,4098,1,0,0,4246300
54.3,2,2784,0,1,0,2634400
70.7,3,2196,0,0,0,1014600
61.4,2,3440,0,1,0,2082000
71.4,3,3740,0,1,0,850800
39.5,2,3380,1,0,0,257800
88.6,3,4298,1,0,0,3364200
70.4,2,4655,0,0,0,3214300
103.7,5,5815,0,0,0,5436300
83.7,3,3433,0,0,0,3705700
86.4,3,3691,1,1,0,8153800
56.5,2,4363,0,0,0,2036400
91.3,2,6750,0,0,0,5649100
52.8,2,3993,1,0,0,5497000
87.5,2,5882,0,0,0,2688600
39.7,2,2222,0,0,0,1727700
115,4,5049,1,0,0,5686600
47.4,2,3244,1,0,0,1378400
52.4,2,3105,0,0,0,718800
116.7,4,7834,1,0,1,2724500
51.3,5,2550,0,0,0,1138800
49.3,2,3814,0,1,0,889800
65.9,2,3794,0,1,0,4357800
85.3,3,3911,1,1,1,1812400
39.2,1,1456,0,0,0,4498300
54.4,2,3031,0,1,0,3369400
30.1,1,1939,0,0,0,1436900
67.9,3,4962,0,1,0,3627200
78.6,3,4583,1,0,0,1883900
104,4,6591,1,1,0,1476200
43.6,2,3567,1,1,0,2265400
47.8,1,2205,0,0,0,1333400
48.3,2,3411,1,0,0,1879300
57,2,3687,0,1,0,2801300
88.9,3,4253,0,0,0,2085000
51.4,3,3417,1,1,0,1655500
52.3,2,3846,0,0,0,3541200
77.9,4,4504,0,1,0,9030500
95.2,3,6522,0,0,0,6606600
71.5,2,5247,1,0,0,1777500
116.4,5,5649,1,1,0,4748400
97.8,4,5578,0,0,0,946800
62.8,2,2776,0,0,0,1306600
65.2,3,3607,0,0,1,2720700
81.2,3,5645,0,1,1,5641000
39.3,2,2958,0,0,1,2463000
66.8,3,3737,0,0,0,3172000
64.4,2,4643,1,1,0,1782300
56.1,2,4466,1,1,1,1761500
54.4,3,4573,1,1,0,1866600
58,3,2455,1,1,0,519200
108.5,4,4805,0,1,1,5920400
121.7,3,6406,1,0,1,6063200
85.2,3,4361,1,0,0,3585200
65.7,2,4769,0,1,0,3123600
122.8,4,7335,1,1,1,6597100
92.9,4,4858,1,0,0,3892100
50.8,2,3511,0,0,0,1448900
87.3,4,3619,1,1,0,2394200
52.5,3,2186,0,0,0,1489500
54.5,2,3624,0,1,0,2184300
70.3,2,3843,0,1,1,2371600
42.6,3,2378,0,0,0,3360300
81.6,3,4595,0,1,1,6054200
56.9,2,2811,1,1,0,1957400
27.5,1,3421,0,0,0,1210400
62.6,3,3741,1,0,0,2094100
84.6,5,4798,0,1,0,2609900
44.3,3,2348,1,0,0,3012500
102.5,3,5724,0,0,0,6572400
118.1,4,5088,0,1,0,9460600
80.1,3,2992,1,1,0,1179300
99.4,4,4825,1,0,0,3913400
39.8,1,3256,1,1,0,1263600
37.1,2,2147,0,0,0,1542900
68.9,5,3365,1,0,0,3384300
89.4,3,5408,0,1,0,6223300
62.5,2,3274,1,0,0,1707900
53.6,2,3706,1,1,0,4478300
33.9,1,3007,0,0,0,4380600
52.7,2,3588,1,1,0,1818800
84.5,3,4035,1,0,0,2609100
40.7,2,2034,1,0,0,1289300
94.1,3,5276,1,0,1,6087300
71.7,3,4573,0,1,0,1716900
35.1,5,2005,0,0,0,2315000
34.7,2,2820,0,0,0,3842300
64.1,3,2984,0,1,0,3322800
44.5,2,3680,0,1,0,2092000
31.8,2,1642,1,0,0,1677000
65.2,2,3102,0,1,0,811700
82.9,3,4670,1,1,0,2232400
30.8,2,2415,1,0,0,2915900
101.4,3,4509,1,1,0,3350800
72.3,3,4225,1,1,0,9437800
80,2,3071,1,1,0,5108300
56.8,2,4018,0,1,0,2362100
61,5,4087,0,1,0,4212100
60.4,2,2528,1,0,0,2071600
26,1,2388,1,0,0,1228200
46.8,2,3424,0,0,0,2838800
74.8,3,3840,1,0,1,2615400
43.5,2,1425,0,1,0,2311200
75.6,2,4789,1,0,0,1703400
51.3,2,3505,1,1,0,2023900
59.3,2,3643,1,0,0,3036100
98.4,4,4640,0,0,1,4784600
70,2,4837,0,0,0,908100
39.9,1,2893,1,0,0,2485100
92.8,3,4487,1,1,0,4180000
92.9,3,4936,0,0,0,1247900
98.5,3,5189,1,0,0,1146400
47.4,2,2572,0,0,0,2125300
67.5,2,4645,0,1,0,2279500
98.5,4,5089,1,1,0,2625600
63.4,3,3045,0,0,0,4021900
40.7,2,3577,0,0,0,2705100
73.8,2,3002,0,0,0,3327200
81.8,4,5450,1,1,0,1764800
84.6,3,5469,0,1,0,3530500
57.6,2,2766,0,1,0,1432500
80.2,2,5163,1,0,0,4287200
54,1,2823,1,0,0,793400
28.9,2,3100,0,0,0,2046700
82.7,4,4117,0,1,0,2147300
58.2,3,3724,1,0,0,3462700
44.2,5,2870,1,1,0,3020900
68,2,4922,0,1,0,2701100
60.1,3,5213,1,1,0,2127200
89.6,3,5417,0,0,0,1846600
76.5,2,4732,0,0,0,4065800
39.9,2,1497,0,0,0,2570400
22.4,1,1478,0,1,1,1476500
58.5,2,3824,0,1,0,1297600
38.3,2,3011,1,1,0,3982900
40.8,2,1013,1,0,0,2281400
95.8,4,4961,1,1,0,3258400
40.1,2,2101,1,0,0,3931400
118.6,4,6366,1,1,0,3821800
93,3,5139,1,1,0,2506100
34.8,2,3543,0,0,0,2094000
58.4,2,3393,0,1,0,962600
86.4,3,4292,1,1,0,3596200
102,4,5643,0,0,0,2696800
51.1,2,3688,0,1,0,2304900
52.5,2,4048,0,1,0,3052800
36.8,2,2407,0,1,0,1269200
49.4,1,3969,0,1,0,4431900
116.9,4,5801,0,1,0,4423100
84.3,4,4457,0,0,0,4185800
106.3,4,4717,1,0,0,3915900
35.9,5,1069,1,1,0,1004600
50.2,2,1565,1,1,0,1460500
30.7,2,2720,0,0,0,1214300
58.1,3,3588,1,1,0,2012800
64.2,2,2237,1,0,0,2331400
33.4,1,1781,1,1,0,3521500
53.3,2,3801,1,1,1,1372300
90.3,3,3648,0,1,1,2362600
79.5,2,2633,1,1,0,2697600
65.7,2,3909,0,0,0,6115500
71.6,2,3762,1,1,0,2108900
75,3,4723,0,1,0,2557700
107.3,4,6440,0,1,0,7712100
77,4,5424,1,1,0,4149000
46.5,2,3318,0,0,0,1604400
68.7,3,5182,0,0,1,3311600
61.4,3,3917,0,1,0,3431900
71.4,3,5051,0,1,0,1597800
130.6,5,5975,0,0,0,10851200
108.7,4,6523,0,1,1,4402100
45.9,2,2491,1,1,0,3936800
48.9,2,3100,1,0,0,1391400
50.9,2,2806,0,1,0,2285100
46,2,3836,0,0,0,1293500
125.6,4,5623,1,1,1,1834600
86.6,3,4777,1,1,0,5492300
115.9,6,5268,0,1,0,2448100
35.9,2,1132,0,0,0,2923400
30.2,2,2154,1,0,0,5072000
81.1,2,5210,0,1,0,2806700
118.1,3,6491,0,1,0,3023800
50,2,3635,0,0,0,4536700
40.4,2,2204,0,0,0,3853700
62.7,3,5421,0,1,0,4153800
43.4,1,2580,0,1,0,2239600
80,3,3936,1,1,0,3594900
108.2,3,5490,0,1,0,3147400
59.3,2,3095,1,0,0,1982300
59.9,2,3160,0,1,0,3898300
77.1,2,3010,0,1,0,2814700
81.9,3,4379,1,1,0,3146400
138.9,4,5529,0,0,0,24273300
64.6,3,3471,1,1,0,4898300
54.6,3,3472,1,0,0,3099100
62.8,3,2919,0,1,0,1245300
125.9,5,7487,0,0,0,2867700
117.4,4,5487,1,1,0,2307100
54.4,2,3646,1,0,0,2234100
55.9,2,3674,1,1,0,3471600
50.6,2,4077,1,0,0,378300
118.3,4,5789,1,1,0,2108300
86.5,3,4199,0,1,0,1656400
111.4,3,5444,1,0,1,1910100
68,2,3802,0,1,0,2437400
36.7,2,2070,0,1,0,1932700
63,2,3124,0,0,0,2781500
70.2,2,3982,0,1,0,1153000
56.9,3,2955,0,0,0,1553400
56,2,3032,1,0,0,670200
39.9,5,3357,1,0,0,2170300
123.1,4,6202,1,0,0,7981300
79.6,2,5276,1,1,0,5861400
56.9,2,3739,1,0,0,2133500
55.8,2,3085,1,1,0,629000
55.5,2,3907,0,0,0,1833500
78,2,4013,0,1,0,3836800
64.9,3,3257,0,0,0,3144800
103.9,3,4839,0,0,0,1511200
26.3,2,2100,1,0,0,4904100
76.1,3,3106,1,0,0,1505900
25.5,2,522,1,0,0,2962000
38,2,2262,1,1,0,2837700
60.9,2,4099,0,0,0,2875500
57.2,3,4761,0,0,0,2830100
50.3,2,3743,1,0,1,1627100
109.2,4,6353,0,0,0,7363600
58.8,5,3551,0,0,0,4528100
94.6,3,6091,1,1,0,1649500
50.3,1,2529,0,0,0,2887500
58.5,3,3337,0,0,0,2626200
56.4,2,2195,0,0,1,2234400
40.4,3,2519,0,1,0,3785000
61,3,2886,1,1,0,3163900
107.5,5,6224,1,1,0,2986000
35.5,2,2625,0,1,1,878200
64.5,3,2868,1,1,0,5214800
54.9,1,4090,1,1,0,1919500
86.3,4,4928,0,0,0,2880200
110.3,5,4169,0,1,0,9610700
75,2,4555,0,1,0,3580300
71,2,4457,0,1,0,3688400
56.5,2,3571,1,1,0,3994100
53.2,3,3763,1,0,0,1376300
52.8,2,3158,1,0,0,2118500
69.7,3,3226,1,1,0,1871800
47.4,1,2400,0,0,1,1363300
105.6,3,6012,1,1,0,755700
80.3,3,3999,1,1,0,1897300
70.7,3,4062,0,1,0,4080900
80.5,2,5595,1,1,0,3933600
71.2,2,5321,0,1,0,832500
55.4,2,2988,0,0,0,3245100
44,2,2731,0,1,0,3666200
92.7,3,4681,1,1,0,6311500
62.8,2,3309,0,1,0,1891000
37.6,2,2299,0,0,0,2385800
67,3,3967,1,1,0,3747200
72.6,3,4427,0,0,0,3263200
46.6,2,2281,0,1,0,2410800
38.9,2,3859,0,1,0,3067600
77.3,3,3572,0,1,0,1709400
57.3,2,2353,0,0,0,1039200
57.2,3,4200,1,1,0,3867300
80,4,4709,0,1,0,2725600
40.3,5,3909,0,1,0,4221100
104.8,4,5426,1,1,0,6251400
35.3,2,3665,1,0,0,3680200
47.7,1,3178,0,0,0,2518100
97.4,4,4666,0,1,0,6182600
88.5,5,6117,1,0,1,4299000
59.5,3,3731,0,1,0,4303800
36.7,2,4338,1,0,0,1814300
105,3,5833,1,0,0,2166000
115.8,4,6262,0,0,0,5530300
40,2,3044,0,0,0,771700
103.5,4,4539,1,0,1,1956500
24.5,2,3100,0,1,0,1394100
83.3,3,2901,1,1,0,6128600
71.9,2,3645,0,0,0,2754700
78.6,4,4175,1,1,0,2626200
38.8,1,2343,1,0,0,6244200
54.1,1,3089,0,1,0,1128300
71.9,2,3950,0,1,1,3141900
63.9,3,4554,1,1,0,2166700
101.2,3,5667,0,1,1,5140700
64.4,1,3468,0,0,0,2379400
52.8,5,1433,0,1,0,1859700
84.8,3,4839,1,1,0,2772500
53.5,4,2429,0,1,0,2896300
89,3,4474,1,0,0,5853500
22.9,1,2128,0,1,0,1768400
47.8,2,1770,0,1,0,1489900
50.4,2,2590,1,0,1,1921900
148.7,5,7478,1,1,0,4064200
87.1,2,5254,0,1,0,1664400
67.6,2,4135,0,1,1,5183300
62.5,2,4252,1,0,0,6287200
59.1,2,4213,0,0,0,1964400
45.2,1,2565,1,1,0,1491200
30.1,1,1468,0,1,0,681400
126.9,4,6879,1,0,0,1946400
49.8,1,3236,1,1,0,2514700
46.6,3,2890,0,0,0,3331100
57.8,2,3336,0,0,0,3261000
61.5,3,2963,0,1,0,868900
64.3,2,5680,0,0,0,2702900
94.9,3,6251,1,0,0,1188200
49.1,2,2423,0,0,0,1687900
47.8,2,4381,1,1,0,4419100
41.1,1,2249,0,0,0,1331900
59.7,2,4402,1,1,0,1907500
65.3,3,4457,0,0,0,2288100
35.1,1,3729,1,1,0,1262200
99.9,3,4596,1,0,0,2513600
66,2,4565,0,1,0,1433300
73.9,3,4048,0,1,0,2797600
89.2,5,6374,1,1,0,3297100
82.3,3,4669,0,0,0,1445100
86.6,2,5117,0,1,0,2373700
56.6,2,4254,0,1,0,1664400
77.1,2,4979,0,1,0,1030900
49.3,2,2993,1,1,1,897000
97.7,5,5050,0,0,0,3493100
53.4,2,3702,0,0,0,1065800
49.7,2,2259,0,0,0,3086900
55.3,3,3806,0,0,0,4060700
124.3,4,5272,1,0,0,10983800
52.7,2,3516,0,1,0,4378300
44.6,2,2945,0,1,0,1247700
65.8,3,3685,1,0,0,3160700
43.2,2,1029,0,0,0,4119400
27.3,1,2186,1,0,1,3099900
79.2,5,5483,1,1,0,4267600
64.4,2,3771,0,1,0,966300
71.6,3,4425,0,1,0,1335900
91.5,3,5536,0,1,0,4768900
73.2,2,2777,1,1,0,2561800
56.4,1,3794,0,1,0,4654300
52.3,2,3805,0,1,0,984600
63.5,3,4664,0,1,0,1936100
84.1,2,5580,0,1,0,2269500
67.8,3,3823,1,1,0,2566300
27.2,2,2185,0,0,0,3237800
67.8,2,2326,0,0,0,4135700
60.7,2,2980,1,1,0,1729000
71.1,3,4619,0,1,0,1296700
70.3,3,4790,0,1,0,2290200
34.5,2,1483,0,0,0,2320100
108.5,4,5465,1,0,0,627200
49.3,2,4492,0,1,0,5359200
61.9,3,2437,0,1,0,1813600
87.9,3,5269,0,0,0,4428300
38.7,5,2998,0,1,0,4069200
57.2,2,2813,1,1,0,2388700
101.1,3,3699,1,0,1,3791200
81,3,4757,0,1,0,3297700
35.3,1,1530,0,1,0,1900400
50.7,2,2040,0,0,0,1785200
69,2,3839,0,1,1,5980500
78.7,2,4170,1,0,0,3936200
20,1,2129,1,0,1,1476500
67.5,2,2859,1,1,0,4077400
87.5,3,5885,1,0,0,3748800
67.7,2,4655,0,0,0,5217500
72.9,2,3428,1,0,1,2548800
50.2,2,3462,0,0,0,2205800
39.2,2,3623,0,0,0,2523000
109.3,5,5364,0,0,0,1628400
71.8,2,5010,0,1,1,3318500
51.2,2,4266,0,0,0,1350200
61.4,2,5236,0,1,1,2301900
68.7,2,3648,1,1,0,1809200
70.6,2,3493,0,1,0,2825000
59.8,5,3623,0,1,0,2821100
100.9,3,4282,1,1,0,1300400
65.5,2,4328,0,0,0,1079300
79.8,3,3347,0,1,0,3102900
50.3,2,4634,0,1,0,1105700
37.4,2,2899,0,0,0,2114300
45.1,5,3414,1,1,0,4134500
47.3,1,2474,1,1,0,2562600
71.9,2,3660,1,0,0,4210300
58.8,2,2160,0,0,0,1610000
65.1,3,2809,0,1,1,3472200
75,5,4576,1,1,0,4905700
69.7,5,4004,1,1,0,1752500
30.3,2,857,1,1,0,1423600
23,1,1177,0,0,1,2077300
66,2,5366,0,1,0,3971600
67.3,3,3727,0,1,0,3464500
78.4,3,4745,1,1,0,1082500
100.8,3,4441,1,0,0,9940500
77.9,3,3609,0,1,0,1935500
59.6,2,4678,1,0,0,2760300
78.7,3,3549,1,1,0,1245000
44.2,2,3803,1,1,0,2801500
64.6,2,3392,0,1,0,2973500
71.6,2,4226,0,1,0,2380200
36.4,2,1619,0,0,0,3777700
53,2,3176,0,0,0,742000
61.4,2,2998,1,1,0,2826000
34.6,1,2642,1,0,0,1547700
97.5,3,4022,1,1,0,2246500
53.2,2,2572,0,1,0,3135200
25.1,5,782,0,1,0,1957100
45.9,2,3250,1,0,0,1211000
39.7,2,2757,0,1,0,4938900
72.1,3,4357,1,0,0,3455000
31.5,2,3414,0,0,0,2010300
60.2,1,4453,0,0,0,7007100
47.2,1,2012,1,0,1,948000
125.2,4,7182,1,0,0,2808100
84.9,3,4475,1,1,0,1763600
95.2,3,4905,0,1,1,12883100
84,3,5734,0,1,0,3186200
76.9,4,4786,0,0,0,3891400
39.4,2,1219,0,0,0,1907600
71.7,2,2733,1,0,0,1240700
64.1,2,3764,1,0,0,2301400
29.5,5,1722,1,0,0,1568200
41.3,2,2991,0,1,0,4151200
124.4,4,5165,0,1,0,7315500
53.9,2,2916,0,0,0,2390900
48.1,2,5002,0,0,0,1403400
48.6,1,2963,1,1,0,1002800
57.1,2,3491,0,1,0,1937900
74,3,3415,1,0,1,2286200
76.8,4,3576,0,0,0,3923100
87.2,3,3663,1,1,0,7133600
139,5,6250,0,1,1,8111600
42.8,2,2659,0,1,0,2088400
61.5,3,2871,0,1,0,988100
83.2,3,4069,0,1,0,5829200
88.4,3,3942,1,1,0,1693100
64,2,3463,0,1,0,2308800
57,1,4331,0,1,0,3786200
84.9,4,4088,0,0,0,2211400
47.6,2,3774,0,0,0,2500800
100.6,5,4635,0,0,0,4586800
42.2,1,2950,1,1,0,2249400
